Pop Size,Mut Rate,Generation,Avg Fitness,Max Fitness,Avg Score,Avg Steps
50,0.01,96,24773.46,59838.0,0.7266666666666667,1017.3866666666667
50,0.01,97,24137.76,51967.0,0.7000000000000001,1069.0533333333333
50,0.01,98,21555.93,59897.0,0.5933333333333334,1265.6266666666668
50,0.01,99,24101.99,69862.0,0.7000000000000001,1058.0133333333333
50,0.01,100,26482.43,79871.5,0.7933333333333333,926.0266666666666
50,0.05,1,2038.43,19819.5,0.04,343.2266666666667
50,0.05,2,2249.8,14013.0,0.04666666666666667,346.9666666666667
50,0.05,3,3321.92,29876.0,0.05333333333333334,625.1066666666667
50,0.05,4,2693.06,14028.5,0.02,742.4200000000001
50,0.05,5,2819.38,16055.0,0.05333333333333334,464.8933333333334
50,0.05,6,3900.61,26080.0,0.06,742.12
50,0.05,7,3854.54,39887.0,0.06,728.8466666666667
50,0.05,8,3548.52,26090.0,0.07333333333333333,505.6066666666666
50,0.05,9,3114.99,22093.0,0.05333333333333334,558.5466666666667
50,0.05,10,2998.09,26082.5,0.04666666666666667,584.0133333333333
50,0.05,11,3088.78,23976.5,0.04666666666666667,612.4933333333333
50,0.05,12,4134.03,24020.5,0.07333333333333333,690.1266666666667
50,0.05,13,6636.95,42059.0,0.14666666666666667,785.2666666666668
50,0.05,14,7519.38,41979.0,0.18000000000000002,749.2933333333334
50,0.05,15,7249.43,34037.5,0.16,853.1266666666667
50,0.05,16,8322.45,24084.5,0.16666666666666666,1130.4666666666667
50,0.05,17,10469.74,36090.0,0.25333333333333335,987.0133333333333
50,0.05,18,11052.67,41893.0,0.25333333333333335,1172.4066666666665
50,0.05,19,8489.36,32075.0,0.17333333333333334,1119.3533333333332
50,0.05,20,7022.21,34004.0,0.14666666666666667,909.12
50,0.05,21,8453.47,34015.5,0.16,1234.4066666666665
50,0.05,22,10173.85,39885.5,0.22,1209.3
50,0.05,23,11381.49,44020.5,0.26,1210.5133333333333
50,0.05,24,8828.07,26062.5,0.16666666666666666,1289.24
50,0.05,25,10156.83,39865.5,0.24,1012.4266666666667
50,0.05,26,7901.12,24035.0,0.17333333333333334,931.5066666666667
50,0.05,27,8661.72,33975.5,0.19333333333333333,982.94
50,0.05,28,8770.73,34008.0,0.20666666666666667,892.0266666666666
50,0.05,29,8344.34,31955.5,0.18000000000000002,1012.6466666666666
50,0.05,30,8229.13,34023.0,0.18000000000000002,973.4933333333333
50,0.05,31,11750.5,39913.0,0.3066666666666667,883.9666666666667
50,0.05,32,11190.75,59986.0,0.27999999999999997,962.5333333333333
50,0.05,33,11227.62,39880.5,0.2866666666666667,907.4733333333334
50,0.05,34,11781.9,34043.0,0.3,958.5
50,0.05,35,9285.61,51994.0,0.2333333333333333,800.8533333333334
50,0.05,36,12720.61,42052.0,0.36000000000000004,686.12
50,0.05,37,9735.77,50050.5,0.24,880.7733333333334
50,0.05,38,10243.92,44007.5,0.26666666666666666,787.94
50,0.05,39,12018.98,44034.5,0.32,843.7266666666666
50,0.05,40,11183.08,31909.0,0.29333333333333333,833.3933333333333
50,0.05,41,14633.6,59916.5,0.4066666666666667,848.1333333333333
50,0.05,42,13519.3,62152.0,0.37333333333333335,812.4666666666667
50,0.05,43,15770.8,70084.5,0.4266666666666667,1018.3000000000001
50,0.05,44,18452.07,51965.0,0.5266666666666667,916.6733333333333
50,0.05,45,21564.0,71999.5,0.64,825.5333333333333
50,0.05,46,25530.34,69962.0,0.7733333333333333,814.4133333333333
50,0.05,47,22792.09,61978.5,0.6933333333333334,708.3466666666667
50,0.05,48,19111.54,52007.0,0.5533333333333333,871.2800000000001
50,0.05,49,23762.46,82111.5,0.7066666666666667,889.62
50,0.05,50,32076.64,94062.5,0.9666666666666667,1052.0466666666666
50,0.05,51,26044.76,70076.5,0.7999999999999999,725.0866666666667
50,0.05,52,21158.54,80354.0,0.64,697.3133333333334
50,0.05,53,27006.02,142228.0,0.8066666666666666,966.04
50,0.05,54,30440.42,180250.5,0.94,786.0066666666667
50,0.05,55,32383.85,102181.0,1.0133333333333334,704.1666666666666
50,0.05,56,36226.27,140117.0,1.1333333333333333,779.94
50,0.05,57,27410.93,120405.0,0.84,775.86
50,0.05,58,33684.54,132026.0,1.0666666666666667,610.0133333333333
50,0.05,59,38552.13,162171.5,1.22,694.56
50,0.05,60,40274.61,190487.0,1.28,670.3866666666667
50,0.05,61,48424.28,190523.5,1.5466666666666666,716.16
50,0.05,62,36605.88,150278.0,1.1733333333333333,521.6933333333333
50,0.05,63,46136.57,212381.5,1.4800000000000002,627.3066666666667
50,0.05,64,44980.09,190194.0,1.4266666666666667,767.4466666666667
50,0.05,65,50420.62,180615.5,1.64,464.03999999999996
50,0.05,66,51016.05,170426.0,1.6600000000000001,461.6666666666667
50,0.05,67,51510.92,240649.0,1.6600000000000001,618.84
50,0.05,68,66778.64,260607.5,2.1666666666666665,639.8466666666667
50,0.05,69,67104.35,280640.5,2.1666666666666665,743.0333333333333
50,0.05,70,63876.56,322459.5,2.0733333333333333,606.2533333333333
50,0.05,71,68485.09,280699.0,2.2066666666666666,800.48
50,0.05,72,59887.44,382794.5,1.9266666666666667,738.1133333333333
50,0.05,73,73867.22,371496.5,2.4066666666666667,605.2733333333333
50,0.05,74,79459.26,472270.5,2.58,730.12
50,0.05,75,60775.63,230467.5,1.9666666666666668,639.5600000000001
50,0.05,76,102311.85,601559.5,3.34,748.3000000000001
50,0.05,77,89226.31,451118.0,2.9,783.8533333333334
50,0.05,78,65734.89,320794.0,2.14,563.3133333333334
50,0.05,79,89569.68,340831.0,2.9266666666666663,639.26
50,0.05,80,111687.41,460994.5,3.6666666666666665,612.8866666666667
50,0.05,81,118014.85,400865.0,3.8800000000000003,592.2333333333333
50,0.05,82,104441.72,481287.5,3.4266666666666663,597.2066666666666
50,0.05,83,106104.75,511549.5,3.486666666666667,556.3000000000001
50,0.05,84,109947.91,420871.5,3.5933333333333333,759.1866666666666
50,0.05,85,81782.65,290982.5,2.6666666666666665,642.3666666666667
50,0.05,86,71283.85,351236.5,2.3133333333333335,677.3000000000001
50,0.05,87,87842.26,372012.5,2.873333333333333,599.1533333333333
50,0.05,88,81881.64,351521.0,2.6733333333333333,611.0133333333333
50,0.05,89,102740.46,360890.0,3.373333333333333,567.4866666666667
50,0.05,90,94645.06,411419.5,3.106666666666667,539.3866666666667
50,0.05,91,103009.18,501730.5,3.3800000000000003,590.3933333333333
50,0.05,92,95899.77,481612.0,3.1333333333333333,682.1066666666667
50,0.05,93,120327.55,512271.0,3.953333333333333,627.9666666666667
50,0.05,94,126873.81,581122.0,4.153333333333333,801.4866666666667
50,0.05,95,136308.15,472507.0,4.473333333333334,745.9666666666667
50,0.05,96,108936.59,421189.5,3.5666666666666664,693.5133333333333
50,0.05,97,109550.7,431061.5,3.5733333333333337,824.7666666666668
50,0.05,98,105095.61,384182.5,3.44,678.6533333333333
50,0.05,99,135271.11,383045.5,4.44,736.0533333333333
50,0.05,100,115268.01,421027.0,3.7466666666666666,988.02
50,0.1,1,2292.75,13981.5,0.04,423.59999999999997
50,0.1,2,3816.91,21892.5,0.06,716.52
50,0.1,3,2941.9,22003.0,0.05333333333333334,502.93333333333334
50,0.1,4,3161.55,16050.0,0.04666666666666667,636.3000000000001
50,0.1,5,3004.26,16077.5,0.04666666666666667,585.22
50,0.1,6,2917.96,11914.5,0.04666666666666667,557.32
50,0.1,7,2648.26,21891.5,0.06,346.28666666666663
50,0.1,8,3159.03,29906.0,0.05333333333333334,570.16
50,0.1,9,5080.17,21967.0,0.11333333333333334,610.24
50,0.1,10,5138.12,39928.5,0.13333333333333333,438.9066666666667
50,0.1,11,4448.73,21955.5,0.09333333333333334,600.76
50,0.1,12,4283.69,39858.5,0.08666666666666667,611.4133333333333
50,0.1,13,5375.59,29796.0,0.12666666666666668,576.7133333333334
50,0.1,14,6457.9,29856.5,0.14666666666666667,729.9333333333334
50,0.1,15,7513.43,29828.0,0.17333333333333334,809.3933333333333
50,0.1,16,5881.24,26060.0,0.11333333333333334,863.6466666666666
50,0.1,17,8299.94,31965.0,0.21333333333333335,680.0466666666667
50,0.1,18,8854.96,50123.5,0.21333333333333335,854.6866666666666
50,0.1,19,11085.34,80040.0,0.26666666666666666,1055.0133333333333
50,0.1,20,10367.66,51966.0,0.26666666666666666,827.5866666666667
50,0.1,21,12555.79,69928.5,0.35333333333333333,697.9466666666667
50,0.1,22,13785.1,51912.0,0.3666666666666667,958.4666666666667
50,0.1,23,10716.5,39900.0,0.2733333333333333,874.3333333333334
50,0.1,24,11718.11,39867.0,0.3,939.7199999999999
50,0.1,25,11631.94,51925.5,0.3066666666666667,848.3466666666667
50,0.1,26,12906.89,64022.0,0.34,933.48
50,0.1,27,15535.25,42011.0,0.41333333333333333,1070.1333333333334
50,0.1,28,14238.01,44017.5,0.37999999999999995,974.7199999999999
50,0.1,29,16730.82,52045.5,0.45333333333333337,1067.8066666666666
50,0.1,30,17974.59,69993.5,0.5,1019.9466666666667
50,0.1,31,19620.33,89937.0,0.58,779.4266666666667
50,0.1,32,22860.18,70068.5,0.6933333333333334,728.4933333333333
50,0.1,33,24956.66,79998.0,0.7599999999999999,760.0866666666667
50,0.1,34,24856.65,100015.5,0.7733333333333333,600.3666666666667
50,0.1,35,24842.38,122646.5,0.7533333333333333,788.4933333333333
50,0.1,36,26517.19,62108.0,0.8133333333333334,747.18
50,0.1,37,31867.77,69943.0,1.0,668.0066666666667
50,0.1,38,28070.87,99946.5,0.8666666666666667,731.5733333333333
50,0.1,39,28849.63,90007.5,0.88,850.8266666666667
50,0.1,40,26199.34,79913.5,0.7933333333333333,836.0799999999999
50,0.1,41,30849.43,99973.5,0.9533333333333333,789.6933333333333
50,0.1,42,29987.72,99943.5,0.9333333333333332,707.84
50,0.1,43,29731.84,90019.5,0.9199999999999999,752.6466666666666
50,0.1,44,32273.49,80042.0,1.0133333333333334,669.7466666666667
50,0.1,45,36262.76,79965.0,1.1333333333333333,793.8533333333334
50,0.1,46,28239.42,70279.0,0.8666666666666667,786.6066666666667
50,0.1,47,35119.37,90033.0,1.1066666666666667,684.14
50,0.1,48,36996.59,80131.0,1.18,583.8466666666667
50,0.1,49,32731.37,84082.0,1.0266666666666666,687.3066666666667
50,0.1,50,31388.02,79977.0,0.9933333333333333,578.8733333333333
50,0.1,51,36242.6,109936.5,1.1533333333333333,596.8333333333334
50,0.1,52,36094.91,180229.0,1.1333333333333333,738.52
50,0.1,53,42537.78,130097.5,1.3533333333333333,689.8933333333333
50,0.1,54,39564.98,170131.5,1.2666666666666666,571.8933333333333
50,0.1,55,39277.12,114026.0,1.2466666666666668,670.3066666666667
50,0.1,56,42423.46,139969.5,1.3399999999999999,780.9533333333334
50,0.1,57,41240.46,112080.5,1.3133333333333332,657.5866666666667
50,0.1,58,43852.53,130115.0,1.4000000000000001,662.0266666666666
50,0.1,59,47187.68,160177.5,1.5199999999999998,579.0266666666666
50,0.1,60,48064.09,160147.0,1.54,666.28
50,0.1,61,48543.59,140301.0,1.5599999999999998,628.7133333333334
50,0.1,62,42541.46,140091.5,1.36,627.8533333333334
50,0.1,63,49008.55,150142.0,1.5733333333333333,647.4
50,0.1,64,50681.75,130196.0,1.64,544.9666666666667
50,0.1,65,50988.81,170091.5,1.6466666666666667,579.12
50,0.1,66,46061.09,170146.5,1.4800000000000002,601.68
50,0.1,67,51317.13,230243.5,1.6533333333333333,617.1266666666667
50,0.1,68,51786.02,220244.5,1.6733333333333331,577.2733333333333
50,0.1,69,56867.0,200249.0,1.8466666666666667,539.0
50,0.1,70,52602.32,290399.0,1.7066666666666668,519.8066666666667
50,0.1,71,56861.22,180128.0,1.8399999999999999,601.2066666666666
50,0.1,72,59147.36,250194.0,1.92,564.9866666666667
50,0.1,73,71728.74,230293.0,2.34,559.28
50,0.1,74,63867.19,200178.5,2.0866666666666664,476.0466666666667
50,0.1,75,70147.3,200395.0,2.2933333333333334,501.8333333333333
50,0.1,76,76009.92,220358.0,2.4933333333333336,458.03999999999996
50,0.1,77,83444.16,310318.5,2.7266666666666666,596.6866666666666
50,0.1,78,88797.08,392364.0,2.9066666666666667,580.8933333333333
50,0.1,79,84126.71,240967.0,2.7466666666666666,622.8533333333334
50,0.1,80,76852.14,270342.5,2.5,664.5133333333333
50,0.1,81,86880.71,400451.5,2.86,419.22
50,0.1,82,94000.96,290530.0,3.0866666666666664,520.82
50,0.1,83,91216.48,430728.5,2.9933333333333336,524.1266666666667
50,0.1,84,101134.86,591106.5,3.313333333333333,625.5533333333334
50,0.1,85,72822.13,280393.5,2.3866666666666667,462.4266666666667
50,0.1,86,87426.35,360509.0,2.8466666666666662,716.6999999999999
50,0.1,87,82575.78,370499.0,2.686666666666667,701.5266666666666
50,0.1,88,126889.52,460875.5,4.16,739.2733333333334
50,0.1,89,133601.58,501334.0,4.3999999999999995,583.76
50,0.1,90,112380.33,360604.5,3.686666666666667,641.9933333333333
50,0.1,91,145107.95,641474.0,4.78,619.5
50,0.1,92,112412.25,481239.0,3.6799999999999997,715.2666666666668
50,0.1,93,104502.83,390691.5,3.42,679.0600000000001
50,0.1,94,136032.66,430991.0,4.466666666666667,719.82
50,0.1,95,131463.26,420884.5,4.306666666666667,794.12
50,0.1,96,135862.72,611596.5,4.453333333333333,792.6733333333333
50,0.1,97,145683.04,520971.5,4.8,610.9466666666666
50,0.1,98,159575.27,480931.0,5.26,640.14
50,0.1,99,131812.94,422519.0,4.333333333333333,650.9466666666666
50,0.1,100,159597.82,671519.5,5.246666666666667,775.7733333333334
100,0.01,1,2187.455,19795.5,0.04,390.35999999999996
100,0.01,2,3017.505,19749.5,0.04666666666666667,589.36
100,0.01,3,3376.765,26062.5,0.05666666666666667,610.28
100,0.01,4,3767.145,23998.0,0.06666666666666667,637.3566666666667
100,0.01,5,3935.655,24003.0,0.06333333333333334,722.71
100,0.01,6,4646.48,21885.0,0.08,789.9266666666667
100,0.01,7,4410.775,31921.5,0.08666666666666667,650.4499999999999
100,0.01,8,4807.03,29837.5,0.09999999999999999,650.71
100,0.01,9,5651.71,23986.0,0.12666666666666668,665.12
100,0.01,10,5667.71,34015.0,0.13333333333333333,607.1366666666667
100,0.01,11,4468.225,34008.0,0.09000000000000001,638.8333333333334
100,0.01,12,6828.425,31946.5,0.13999999999999999,911.35
100,0.01,13,9229.505,41881.0,0.21666666666666667,943.0433333333334
100,0.01,14,8629.98,41938.0,0.19666666666666666,942.9933333333333
100,0.01,15,10123.675,40066.0,0.22,1194.05
100,0.01,16,10968.345,36080.0,0.24333333333333332,1239.59
100,0.01,17,8302.045,29827.0,0.15666666666666665,1219.8733333333332
100,0.01,18,8383.805,33974.0,0.16,1213.4766666666667
100,0.01,19,9974.06,43981.5,0.19333333333333333,1399.2700000000002
100,0.01,20,9056.12,51993.5,0.16333333333333333,1393.5900000000001
100,0.01,21,9373.14,31919.5,0.15666666666666665,1557.9466666666667
100,0.01,22,9875.995,44017.5,0.17666666666666667,1526.74
100,0.01,23,9550.715,42179.5,0.17,1487.1133333333335
100,0.01,24,12610.58,60340.0,0.2733333333333333,1473.5433333333333
100,0.01,25,10791.785,41985.0,0.20666666666666667,1530.87
100,0.01,26,10508.19,33992.0,0.20333333333333334,1472.33
100,0.01,27,9988.51,41985.5,0.17,1624.6366666666665
100,0.01,28,10901.22,34044.5,0.20666666666666667,1566.49
100,0.01,29,13132.01,36097.5,0.29,1480.9866666666667
100,0.01,30,13862.585,52012.0,0.31666666666666665,1458.0200000000002
100,0.01,31,14774.32,42021.5,0.35333333333333333,1398.6733333333334
100,0.01,32,15294.03,51973.0,0.36000000000000004,1499.11
100,0.01,33,17688.985,69971.5,0.4566666666666667,1339.97
100,0.01,34,19689.985,52003.0,0.5266666666666667,1308.3533333333332
100,0.01,35,19944.76,61968.5,0.5433333333333333,1229.77
100,0.01,36,19174.82,51959.5,0.53,1114.2566666666667
100,0.01,37,23153.74,59957.5,0.6466666666666666,1264.7633333333333
100,0.01,38,25030.96,70010.5,0.7266666666666667,1100.32
100,0.01,39,25239.69,69882.0,0.7366666666666667,1070.6133333333335
100,0.01,40,24471.755,62026.0,0.7000000000000001,1175.7933333333333
100,0.01,41,24985.765,69843.5,0.7333333333333334,1021.68
100,0.01,42,24476.335,60185.5,0.7133333333333334,1050.8033333333333
100,0.01,43,30993.77,80001.0,0.94,961.09
100,0.01,44,29721.655,69946.0,0.9,938.6266666666667
100,0.01,45,28849.01,72023.5,0.8566666666666666,1073.47
100,0.01,46,32134.575,79974.5,0.9733333333333333,1005.6166666666667
100,0.01,47,30495.8,90345.5,0.91,1086.8166666666666
100,0.01,48,31674.205,69978.5,0.9633333333333334,954.06
100,0.01,49,33373.9,79959.5,1.0266666666666666,890.1999999999999
100,0.01,50,34198.075,79947.5,1.0566666666666666,866.8333333333334
100,0.01,51,34268.345,79965.0,1.05,951.94
100,0.01,52,34931.15,90065.5,1.08,877.75
100,0.01,53,34693.225,80018.5,1.0666666666666667,928.3000000000001
100,0.01,54,33787.245,80117.5,1.0366666666666666,926.64
100,0.01,55,36968.99,79940.0,1.1433333333333333,920.6966666666667
100,0.01,56,38552.14,90087.5,1.22,693.18
100,0.01,57,39000.29,79972.0,1.2333333333333334,709.2466666666666
100,0.01,58,38531.965,90038.0,1.22,688.2133333333333
100,0.01,59,40132.92,130000.0,1.2666666666666666,751.14
100,0.01,60,42588.475,100023.5,1.3499999999999999,735.9833333333332
100,0.01,61,44176.85,80051.5,1.4100000000000001,668.9166666666666
100,0.01,62,41033.945,80113.5,1.3033333333333335,687.6566666666666
100,0.01,63,47028.555,100004.0,1.5,718.0266666666666
100,0.01,64,43462.38,109950.0,1.3766666666666667,758.8766666666667
100,0.01,65,43780.295,90064.5,1.3933333333333333,702.0066666666667
100,0.01,66,45781.12,90020.5,1.4633333333333332,670.09
100,0.01,67,42586.385,100052.0,1.3533333333333333,704.6366666666667
100,0.01,68,46293.585,90010.5,1.4933333333333334,548.2533333333333
100,0.01,69,46518.075,99963.0,1.5,555.85
100,0.01,70,48569.995,120028.5,1.5633333333333335,604.2066666666666
100,0.01,71,49940.73,119995.5,1.62,500.06
100,0.01,72,50097.375,100078.5,1.6366666666666667,390.73333333333335
100,0.01,73,50724.02,109996.5,1.6500000000000001,462.74
100,0.01,74,52482.8,99966.0,1.71,448.3666666666666
100,0.01,75,54468.745,110080.0,1.7733333333333334,475.8066666666667
100,0.01,76,51838.62,99977.5,1.6733333333333331,593.24
100,0.01,77,54256.015,100020.5,1.7633333333333334,503.3633333333333
100,0.01,78,52083.065,110040.0,1.6866666666666665,543.3466666666667
100,0.01,79,53696.27,109994.5,1.7466666666666668,485.47333333333336
100,0.01,80,55403.895,100028.5,1.8133333333333335,393.42333333333335
100,0.01,81,53978.235,99947.0,1.75,542.8533333333334
100,0.01,82,55554.27,100044.0,1.8166666666666667,409.47333333333336
100,0.01,83,52308.73,119948.5,1.6966666666666665,520.7266666666667
100,0.01,84,54502.375,119973.5,1.7766666666666666,455.55
100,0.01,85,54256.885,110171.0,1.7699999999999998,441.32
100,0.01,86,56498.35,120032.5,1.8433333333333335,453.5333333333333
100,0.01,87,54183.72,110129.5,1.7566666666666666,545.3566666666667
100,0.01,88,56229.245,102083.0,1.8233333333333333,558.8233333333334
100,0.01,89,55068.09,110074.5,1.79,506.93
100,0.01,90,55447.31,99906.0,1.8,533.7033333333333
100,0.01,91,56898.755,119955.5,1.86,422.9266666666667
100,0.01,92,58776.1,120042.0,1.92,447.48333333333335
100,0.01,93,62125.915,150324.5,2.0466666666666664,304.6466666666667
100,0.01,94,58358.885,120074.0,1.9133333333333333,378.08666666666664
100,0.01,95,59142.435,100066.5,1.9366666666666665,403.9533333333333
100,0.01,96,60327.065,109981.0,1.9766666666666666,400.03
100,0.01,97,59364.785,110033.0,1.9400000000000002,444.05333333333334
100,0.01,98,59302.235,130036.5,1.9366666666666665,454.78666666666663
100,0.01,99,62966.92,110015.0,2.066666666666667,381.2733333333333
100,0.01,100,65835.75,129922.0,2.17,306.8333333333333
100,0.05,1,1887.0,11937.0,0.02666666666666667,422.8666666666666
100,0.05,2,2431.91,21886.5,0.043333333333333335,437.07
100,0.05,3,2528.3,13962.5,0.04,497.5833333333333
100,0.05,4,2783.78,19832.0,0.049999999999999996,484.32666666666665
100,0.05,5,2012.94,16055.0,0.03333333333333333,398.24666666666667
100,0.05,6,3216.195,24004.0,0.05333333333333334,590.3066666666667
100,0.05,7,4136.35,29861.5,0.07333333333333333,690.8666666666667
100,0.05,8,3319.8,21894.0,0.05666666666666667,590.3833333333333
100,0.05,9,3649.095,19797.5,0.043333333333333335,822.8233333333333
100,0.05,10,4377.645,39910.5,0.08,703.89
100,0.05,11,5400.78,31969.5,0.09666666666666666,870.41
100,0.05,12,7102.42,49909.5,0.15333333333333335,870.89
100,0.05,13,7107.19,34025.5,0.16666666666666666,745.3299999999999
100,0.05,14,6502.995,49915.5,0.15333333333333335,679.29
100,0.05,15,7691.56,52010.0,0.18333333333333335,771.32
100,0.05,16,8866.075,41941.0,0.22999999999999998,699.5666666666666
100,0.05,17,10154.865,49896.5,0.26666666666666666,760.38
100,0.05,18,9998.46,51935.0,0.26333333333333336,741.6866666666666
100,0.05,19,12405.115,61933.0,0.34,774.2133333333333
100,0.05,20,11127.65,60049.5,0.29333333333333333,814.2833333333333
